nombre;apellido;codigo_estudiante;contrasena_estudiante;tipo_documento_id;num_documento;correo;jornada
Carlos;Torres;EST0287;Pass1347;1;100000287;carlos.torres287@correo.com;NOC
Camilo;L¢pez;EST0288;Pass4064;1;100000288;camilo.l¢pez288@correo.com;DIU
Camilo;Torres;EST0289;Pass8041;1;100000289;camilo.torres289@correo.com;NOC
Valentina;Castro;EST0290;Pass7953;1;100000290;valentina.castro290@correo.com;NOC
Camilo;Rodr¡guez;EST0291;Pass4270;1;100000291;camilo.rodr¡guez291@correo.com;DIU
Juan;Rodr¡guez;EST0292;Pass0480;1;100000292;juan.rodr¡guez292@correo.com;NOC
Ana;Castro;EST0293;Pass8479;1;100000293;ana.castro293@correo.com;DIU
Andr‚s;S nchez;EST0294;Pass9385;1;100000294;andr‚s.s nchez294@correo.com;NOC
Andr‚s;Rodr¡guez;EST0295;Pass6509;1;100000295;andr‚s.rodr¡guez295@correo.com;DIU
Andr‚s;Castro;EST0296;Pass7903;1;100000296;andr‚s.castro296@correo.com;NOC
Daniela;Hern ndez;EST0297;Pass0370;1;100000297;daniela.hern ndez297@correo.com;DIU
Valentina;Ram¡rez;EST0298;Pass7129;1;100000298;valentina.ram¡rez298@correo.com;NOC
Camilo;Ram¡rez;EST0299;Pass6802;1;100000299;camilo.ram¡rez299@correo.com;DIU
Luis;G¢mez;EST0300;Pass6610;1;100000300;luis.g¢mez300@correo.com;NOC
Daniela;Hern ndez;EST0301;Pass8484;1;100000301;daniela.hern ndez301@correo.com;DIU
Ana;Torres;EST0302;Pass9065;1;100000302;ana.torres302@correo.com;NOC
Daniela;Ram¡rez;EST0303;Pass8427;1;100000303;daniela.ram¡rez303@correo.com;DIU
Valentina;S nchez;EST0304;Pass3870;1;100000304;valentina.s nchez304@correo.com;NOC
Ana;Mart¡nez;EST0305;Pass5502;1;100000305;ana.mart¡nez305@correo.com;DIU
Sof¡a;Hern ndez;EST0306;Pass1854;1;100000306;sof¡a.hern ndez306@correo.com;NOC
Daniela;Hern ndez;EST0307;Pass9599;1;100000307;daniela.hern ndez307@correo.com;NOC
Valentina;Ram¡rez;EST0308;Pass5694;1;100000308;valentina.ram¡rez308@correo.com;DIU
Andr‚s;Rodr¡guez;EST0309;Pass0175;1;100000309;andr‚s.rodr¡guez309@correo.com;NOC
Carlos;Hern ndez;EST0310;Pass3893;1;100000310;carlos.hern ndez310@correo.com;DIU
Ana;Castro;EST0311;Pass8349;1;100000311;ana.castro311@correo.com;NOC
Sof¡a;P‚rez;EST0312;Pass3757;1;100000312;sof¡a.p‚rez312@correo.com;DIU
Juan;G¢mez;EST0313;Pass2105;1;100000313;juan.g¢mez313@correo.com;NOC
Carlos;Mart¡nez;EST0314;Pass1085;1;100000314;carlos.mart¡nez314@correo.com;DIU
Luis;G¢mez;EST0315;Pass2173;1;100000315;luis.g¢mez315@correo.com;NOC
Carlos;L¢pez;EST0316;Pass3168;1;100000316;carlos.l¢pez316@correo.com;DIU
Camilo;Hern ndez;EST0317;Pass9677;1;100000317;camilo.hern ndez317@correo.com;NOC
Ana;Hern ndez;EST0318;Pass8003;1;100000318;ana.hern ndez318@correo.com;DIU
Carlos;Mart¡nez;EST0319;Pass3380;1;100000319;carlos.mart¡nez319@correo.com;NOC
Mar¡a;Hern ndez;EST0320;Pass0299;1;100000320;mar¡a.hern ndez320@correo.com;DIU
Sof¡a;Torres;EST0321;Pass7811;1;100000321;sof¡a.torres321@correo.com;NOC
Sof¡a;Mart¡nez;EST0322;Pass8288;1;100000322;sof¡a.mart¡nez322@correo.com;DIU
Juan;S nchez;EST0323;Pass7318;1;100000323;juan.s nchez323@correo.com;NOC
Ana;S nchez;EST0324;Pass0499;1;100000324;ana.s nchez324@correo.com;NOC
Daniela;Rodr¡guez;EST0325;Pass9655;1;100000325;daniela.rodr¡guez325@correo.com;DIU
Sof¡a;Ram¡rez;EST0326;Pass4917;1;100000326;sof¡a.ram¡rez326@correo.com;NOC
Valentina;Torres;EST0327;Pass6880;1;100000327;valentina.torres327@correo.com;DIU
Luis;Hern ndez;EST0328;Pass9116;1;100000328;luis.hern ndez328@correo.com;NOC
Camilo;Castro;EST0329;Pass7517;1;100000329;camilo.castro329@correo.com;DIU
Ana;P‚rez;EST0330;Pass1353;1;100000330;ana.p‚rez330@correo.com;NOC
Juan;P‚rez;EST0331;Pass0824;1;100000331;juan.p‚rez331@correo.com;DIU
Sof¡a;L¢pez;EST0332;Pass4403;1;100000332;sof¡a.l¢pez332@correo.com;NOC
Camilo;Hern ndez;EST0333;Pass3611;1;100000333;camilo.hern ndez333@correo.com;DIU
Daniela;S nchez;EST0334;Pass0349;1;100000334;daniela.s nchez334@correo.com;NOC
Daniela;Ram¡rez;EST0335;Pass3224;1;100000335;daniela.ram¡rez335@correo.com;DIU
Mar¡a;Rodr¡guez;EST0336;Pass4938;1;100000336;mar¡a.rodr¡guez336@correo.com;NOC
Daniela;G¢mez;EST0337;Pass3076;1;100000337;daniela.g¢mez337@correo.com;DIU
Mar¡a;Torres;EST0338;Pass0128;1;100000338;mar¡a.torres338@correo.com;NOC
Camilo;P‚rez;EST0339;Pass0637;1;100000339;camilo.p‚rez339@correo.com;DIU
Juan;P‚rez;EST0340;Pass8607;1;100000340;juan.p‚rez340@correo.com;NOC
Daniela;L¢pez;EST0341;Pass3878;1;100000341;daniela.l¢pez341@correo.com;NOC
Juan;Torres;EST0342;Pass3296;1;100000342;juan.torres342@correo.com;DIU
Andr‚s;S nchez;EST0343;Pass7909;1;100000343;andr‚s.s nchez343@correo.com;NOC
Juan;Ram¡rez;EST0344;Pass6177;1;100000344;juan.ram¡rez344@correo.com;DIU
Carlos;Rodr¡guez;EST0345;Pass2119;1;100000345;carlos.rodr¡guez345@correo.com;NOC
Luis;G¢mez;EST0346;Pass7603;1;100000346;luis.g¢mez346@correo.com;DIU
Ana;Mart¡nez;EST0347;Pass2621;1;100000347;ana.mart¡nez347@correo.com;NOC
Ana;P‚rez;EST0348;Pass1349;1;100000348;ana.p‚rez348@correo.com;DIU
Mar¡a;Rodr¡guez;EST0349;Pass8609;1;100000349;mar¡a.rodr¡guez349@correo.com;NOC
Sof¡a;G¢mez;EST0350;Pass7919;1;100000350;sof¡a.g¢mez350@correo.com;DIU
Andr‚s;Torres;EST0351;Pass9770;1;100000351;andr‚s.torres351@correo.com;NOC
Andr‚s;L¢pez;EST0352;Pass9245;1;100000352;andr‚s.l¢pez352@correo.com;DIU
Valentina;Ram¡rez;EST0353;Pass6332;1;100000353;valentina.ram¡rez353@correo.com;NOC
Mar¡a;Hern ndez;EST0354;Pass8155;1;100000354;mar¡a.hern ndez354@correo.com;DIU
Sof¡a;G¢mez;EST0355;Pass3456;1;100000355;sof¡a.g¢mez355@correo.com;NOC
Camilo;Rodr¡guez;EST0356;Pass8479;1;100000356;camilo.rodr¡guez356@correo.com;DIU
Carlos;Ram¡rez;EST0357;Pass4201;1;100000357;carlos.ram¡rez357@correo.com;NOC
Carlos;Ram¡rez;EST0358;Pass8937;1;100000358;carlos.ram¡rez358@correo.com;NOC
Juan;S nchez;EST0359;Pass7042;1;100000359;juan.s nchez359@correo.com;DIU
Luis;Hern ndez;EST0360;Pass7895;1;100000360;luis.hern ndez360@correo.com;NOC
Daniela;S nchez;EST0361;Pass0496;1;100000361;daniela.s nchez361@correo.com;DIU
Luis;L¢pez;EST0362;Pass1455;1;100000362;luis.l¢pez362@correo.com;NOC
Luis;P‚rez;EST0363;Pass0740;1;100000363;luis.p‚rez363@correo.com;DIU
Mar¡a;P‚rez;EST0364;Pass7576;1;100000364;mar¡a.p‚rez364@correo.com;NOC
Camilo;L¢pez;EST0365;Pass4743;1;100000365;camilo.l¢pez365@correo.com;DIU
Mar¡a;G¢mez;EST0366;Pass9860;1;100000366;mar¡a.g¢mez366@correo.com;NOC
Camilo;Hern ndez;EST0367;Pass5320;1;100000367;camilo.hern ndez367@correo.com;DIU
Mar¡a;P‚rez;EST0368;Pass0149;1;100000368;mar¡a.p‚rez368@correo.com;NOC
Juan;Mart¡nez;EST0369;Pass7150;1;100000369;juan.mart¡nez369@correo.com;DIU
Daniela;Rodr¡guez;EST0370;Pass4682;1;100000370;daniela.rodr¡guez370@correo.com;NOC
Daniela;Rodr¡guez;EST0371;Pass4950;1;100000371;daniela.rodr¡guez371@correo.com;DIU
Daniela;G¢mez;EST0372;Pass9094;1;100000372;daniela.g¢mez372@correo.com;NOC
Sof¡a;Rodr¡guez;EST0373;Pass0776;1;100000373;sof¡a.rodr¡guez373@correo.com;DIU
Carlos;S nchez;EST0374;Pass7402;1;100000374;carlos.s nchez374@correo.com;NOC
Camilo;S nchez;EST0375;Pass9508;1;100000375;camilo.s nchez375@correo.com;NOC
Andr‚s;Ram¡rez;EST0376;Pass8731;1;100000376;andr‚s.ram¡rez376@correo.com;DIU
Daniela;Torres;EST0377;Pass6920;1;100000377;daniela.torres377@correo.com;NOC
Carlos;G¢mez;EST0378;Pass9152;1;100000378;carlos.g¢mez378@correo.com;DIU
Mar¡a;G¢mez;EST0379;Pass6126;1;100000379;mar¡a.g¢mez379@correo.com;NOC
Camilo;L¢pez;EST0380;Pass1976;1;100000380;camilo.l¢pez380@correo.com;DIU
Juan;P‚rez;EST0381;Pass1140;1;100000381;juan.p‚rez381@correo.com;NOC
Sof¡a;Ram¡rez;EST0382;Pass4399;1;100000382;sof¡a.ram¡rez382@correo.com;DIU
Luis;Castro;EST0383;Pass4156;1;100000383;luis.castro383@correo.com;NOC
Andr‚s;Torres;EST0384;Pass2612;1;100000384;andr‚s.torres384@correo.com;DIU
Valentina;Ram¡rez;EST0385;Pass2259;1;100000385;valentina.ram¡rez385@correo.com;NOC
Carlos;L¢pez;EST0386;Pass0568;1;100000386;carlos.l¢pez386@correo.com;DIU
Luis;L¢pez;EST0387;Pass5338;1;100000387;luis.l¢pez387@correo.com;NOC
Daniela;G¢mez;EST0388;Pass4882;1;100000388;daniela.g¢mez388@correo.com;DIU
Daniela;Hern ndez;EST0389;Pass4428;1;100000389;daniela.hern ndez389@correo.com;NOC
Juan;Torres;EST0390;Pass8866;1;100000390;juan.torres390@correo.com;DIU
Sof¡a;Castro;EST0391;Pass0610;1;100000391;sof¡a.castro391@correo.com;NOC
Luis;Torres;EST0392;Pass6578;1;100000392;luis.torres392@correo.com;NOC
Andr‚s;Torres;EST0393;Pass0570;1;100000393;andr‚s.torres393@correo.com;DIU
Juan;P‚rez;EST0394;Pass3321;1;100000394;juan.p‚rez394@correo.com;NOC
Ana;Ram¡rez;EST0395;Pass2550;1;100000395;ana.ram¡rez395@correo.com;DIU
Juan;Castro;EST0396;Pass6183;1;100000396;juan.castro396@correo.com;NOC
Daniela;Rodr¡guez;EST0397;Pass5477;1;100000397;daniela.rodr¡guez397@correo.com;DIU
Carlos;Castro;EST0398;Pass3573;1;100000398;carlos.castro398@correo.com;NOC
Luis;G¢mez;EST0399;Pass4525;1;100000399;luis.g¢mez399@correo.com;DIU
Andr‚s;L¢pez;EST0400;Pass0190;1;100000400;andr‚s.l¢pez400@correo.com;NOC
Valentina;Castro;EST0401;Pass4326;1;100000401;valentina.castro401@correo.com;DIU
Andr‚s;G¢mez;EST0402;Pass3553;1;100000402;andr‚s.g¢mez402@correo.com;NOC
Mar¡a;Castro;EST0403;Pass1471;1;100000403;mar¡a.castro403@correo.com;DIU
Mar¡a;Hern ndez;EST0404;Pass3053;1;100000404;mar¡a.hern ndez404@correo.com;NOC
Valentina;Torres;EST0405;Pass2446;1;100000405;valentina.torres405@correo.com;DIU
Valentina;P‚rez;EST0406;Pass1133;1;100000406;valentina.p‚rez406@correo.com;NOC
Daniela;P‚rez;EST0407;Pass9841;1;100000407;daniela.p‚rez407@correo.com;DIU
Andr‚s;P‚rez;EST0408;Pass3006;1;100000408;andr‚s.p‚rez408@correo.com;NOC
Daniela;Mart¡nez;EST0409;Pass8949;1;100000409;daniela.mart¡nez409@correo.com;NOC
Luis;Hern ndez;EST0410;Pass4889;1;100000410;luis.hern ndez410@correo.com;DIU
Juan;Torres;EST0411;Pass8679;1;100000411;juan.torres411@correo.com;NOC
Mar¡a;Ram¡rez;EST0412;Pass4792;1;100000412;mar¡a.ram¡rez412@correo.com;DIU
Mar¡a;Hern ndez;EST0413;Pass1911;1;100000413;mar¡a.hern ndez413@correo.com;NOC
Juan;Torres;EST0414;Pass6560;1;100000414;juan.torres414@correo.com;DIU
Carlos;P‚rez;EST0415;Pass4043;1;100000415;carlos.p‚rez415@correo.com;NOC
Sof¡a;S nchez;EST0416;Pass4840;1;100000416;sof¡a.s nchez416@correo.com;DIU
Daniela;P‚rez;EST0417;Pass5108;1;100000417;daniela.p‚rez417@correo.com;NOC
Carlos;Mart¡nez;EST0418;Pass3312;1;100000418;carlos.mart¡nez418@correo.com;DIU
Carlos;P‚rez;EST0419;Pass1256;1;100000419;carlos.p‚rez419@correo.com;NOC
Camilo;Hern ndez;EST0420;Pass0298;1;100000420;camilo.hern ndez420@correo.com;DIU
Ana;S nchez;EST0421;Pass2392;1;100000421;ana.s nchez421@correo.com;NOC
Mar¡a;L¢pez;EST0422;Pass6688;1;100000422;mar¡a.l¢pez422@correo.com;DIU
Valentina;S nchez;EST0423;Pass2765;1;100000423;valentina.s nchez423@correo.com;NOC
Ana;Ram¡rez;EST0424;Pass4513;1;100000424;ana.ram¡rez424@correo.com;DIU
Valentina;Castro;EST0425;Pass6543;1;100000425;valentina.castro425@correo.com;NOC
Daniela;Hern ndez;EST0426;Pass5148;1;100000426;daniela.hern ndez426@correo.com;NOC
Daniela;L¢pez;EST0427;Pass5231;1;100000427;daniela.l¢pez427@correo.com;DIU
Ana;L¢pez;EST0428;Pass7694;1;100000428;ana.l¢pez428@correo.com;NOC
Daniela;Ram¡rez;EST0429;Pass6413;1;100000429;daniela.ram¡rez429@correo.com;DIU
Ana;Castro;EST0430;Pass1422;1;100000430;ana.castro430@correo.com;NOC
Daniela;Castro;EST0431;Pass3618;1;100000431;daniela.castro431@correo.com;DIU
Luis;Ram¡rez;EST0432;Pass0147;1;100000432;luis.ram¡rez432@correo.com;NOC
Mar¡a;Castro;EST0433;Pass0820;1;100000433;mar¡a.castro433@correo.com;DIU
Andr‚s;Mart¡nez;EST0434;Pass0240;1;100000434;andr‚s.mart¡nez434@correo.com;NOC
Carlos;Ram¡rez;EST0435;Pass4836;1;100000435;carlos.ram¡rez435@correo.com;DIU
Daniela;Rodr¡guez;EST0436;Pass9729;1;100000436;daniela.rodr¡guez436@correo.com;NOC
Luis;L¢pez;EST0437;Pass2397;1;100000437;luis.l¢pez437@correo.com;DIU
Juan;S nchez;EST0438;Pass7597;1;100000438;juan.s nchez438@correo.com;NOC
Camilo;Hern ndez;EST0439;Pass6029;1;100000439;camilo.hern ndez439@correo.com;DIU
Valentina;Hern ndez;EST0440;Pass9897;1;100000440;valentina.hern ndez440@correo.com;NOC
Andr‚s;Rodr¡guez;EST0441;Pass7437;1;100000441;andr‚s.rodr¡guez441@correo.com;DIU
Ana;Mart¡nez;EST0442;Pass0597;1;100000442;ana.mart¡nez442@correo.com;NOC
Sof¡a;G¢mez;EST0443;Pass8343;1;100000443;sof¡a.g¢mez443@correo.com;NOC
Andr‚s;Hern ndez;EST0444;Pass9636;1;100000444;andr‚s.hern ndez444@correo.com;DIU
Sof¡a;Rodr¡guez;EST0445;Pass0467;1;100000445;sof¡a.rodr¡guez445@correo.com;NOC
Carlos;Castro;EST0446;Pass5295;1;100000446;carlos.castro446@correo.com;DIU
Mar¡a;S nchez;EST0447;Pass1659;1;100000447;mar¡a.s nchez447@correo.com;NOC
Sof¡a;Hern ndez;EST0448;Pass8616;1;100000448;sof¡a.hern ndez448@correo.com;DIU
Sof¡a;P‚rez;EST0449;Pass2153;1;100000449;sof¡a.p‚rez449@correo.com;NOC
Daniela;L¢pez;EST0450;Pass0673;1;100000450;daniela.l¢pez450@correo.com;DIU
Andr‚s;Rodr¡guez;EST0451;Pass9871;1;100000451;andr‚s.rodr¡guez451@correo.com;NOC
Sof¡a;L¢pez;EST0452;Pass0771;1;100000452;sof¡a.l¢pez452@correo.com;DIU
Sof¡a;G¢mez;EST0453;Pass9728;1;100000453;sof¡a.g¢mez453@correo.com;NOC
Sof¡a;Torres;EST0454;Pass2745;1;100000454;sof¡a.torres454@correo.com;DIU
Valentina;P‚rez;EST0455;Pass5130;1;100000455;valentina.p‚rez455@correo.com;NOC
Andr‚s;Ram¡rez;EST0456;Pass8233;1;100000456;andr‚s.ram¡rez456@correo.com;DIU
Carlos;Rodr¡guez;EST0457;Pass4559;1;100000457;carlos.rodr¡guez457@correo.com;NOC
Carlos;Castro;EST0458;Pass9369;1;100000458;carlos.castro458@correo.com;DIU
Mar¡a;P‚rez;EST0459;Pass5971;1;100000459;mar¡a.p‚rez459@correo.com;NOC
Sof¡a;Torres;EST0460;Pass1738;1;100000460;sof¡a.torres460@correo.com;NOC
Andr‚s;Torres;EST0461;Pass6801;1;100000461;andr‚s.torres461@correo.com;DIU
Andr‚s;Castro;EST0462;Pass1326;1;100000462;andr‚s.castro462@correo.com;NOC
Ana;Castro;EST0463;Pass6507;1;100000463;ana.castro463@correo.com;DIU
Luis;Mart¡nez;EST0464;Pass3548;1;100000464;luis.mart¡nez464@correo.com;NOC
Carlos;Mart¡nez;EST0465;Pass6673;1;100000465;carlos.mart¡nez465@correo.com;DIU
Daniela;P‚rez;EST0466;Pass1413;1;100000466;daniela.p‚rez466@correo.com;NOC
Luis;Ram¡rez;EST0467;Pass2989;1;100000467;luis.ram¡rez467@correo.com;DIU
Daniela;Hern ndez;EST0468;Pass7349;1;100000468;daniela.hern ndez468@correo.com;NOC
Juan;Ram¡rez;EST0469;Pass2220;1;100000469;juan.ram¡rez469@correo.com;DIU
Carlos;Rodr¡guez;EST0470;Pass6714;1;100000470;carlos.rodr¡guez470@correo.com;NOC
Daniela;P‚rez;EST0471;Pass9589;1;100000471;daniela.p‚rez471@correo.com;DIU
Carlos;Mart¡nez;EST0472;Pass7171;1;100000472;carlos.mart¡nez472@correo.com;NOC
Sof¡a;Hern ndez;EST0473;Pass1729;1;100000473;sof¡a.hern ndez473@correo.com;DIU
Valentina;Ram¡rez;EST0474;Pass2459;1;100000474;valentina.ram¡rez474@correo.com;NOC
Valentina;Hern ndez;EST0475;Pass1051;1;100000475;valentina.hern ndez475@correo.com;DIU
Daniela;S nchez;EST0476;Pass1385;1;100000476;daniela.s nchez476@correo.com;NOC
Valentina;Hern ndez;EST0477;Pass6139;1;100000477;valentina.hern ndez477@correo.com;NOC
Daniela;S nchez;EST0478;Pass2642;1;100000478;daniela.s nchez478@correo.com;DIU
Mar¡a;Ram¡rez;EST0479;Pass9389;1;100000479;mar¡a.ram¡rez479@correo.com;NOC
Daniela;Hern ndez;EST0480;Pass0506;1;100000480;daniela.hern ndez480@correo.com;DIU
Camilo;Rodr¡guez;EST0481;Pass2224;1;100000481;camilo.rodr¡guez481@correo.com;NOC
Andr‚s;Hern ndez;EST0482;Pass7601;1;100000482;andr‚s.hern ndez482@correo.com;DIU
Daniela;Hern ndez;EST0483;Pass0986;1;100000483;daniela.hern ndez483@correo.com;NOC
Sof¡a;Torres;EST0484;Pass4325;1;100000484;sof¡a.torres484@correo.com;DIU
Camilo;Mart¡nez;EST0485;Pass0699;1;100000485;camilo.mart¡nez485@correo.com;NOC
Juan;Castro;EST0486;Pass5099;1;100000486;juan.castro486@correo.com;DIU
Ana;Ram¡rez;EST0487;Pass3095;1;100000487;ana.ram¡rez487@correo.com;NOC
Luis;Hern ndez;EST0488;Pass6447;1;100000488;luis.hern ndez488@correo.com;DIU
Juan;Castro;EST0489;Pass7927;1;100000489;juan.castro489@correo.com;NOC
Sof¡a;Hern ndez;EST0490;Pass2641;1;100000490;sof¡a.hern ndez490@correo.com;DIU
Valentina;L¢pez;EST0491;Pass4662;1;100000491;valentina.l¢pez491@correo.com;NOC
Valentina;S nchez;EST0492;Pass6757;1;100000492;valentina.s nchez492@correo.com;DIU
Daniela;S nchez;EST0493;Pass5812;1;100000493;daniela.s nchez493@correo.com;NOC
Juan;S nchez;EST0494;Pass5030;1;100000494;juan.s nchez494@correo.com;NOC
Daniela;Castro;EST0495;Pass4013;1;100000495;daniela.castro495@correo.com;DIU
Camilo;P‚rez;EST0496;Pass0427;1;100000496;camilo.p‚rez496@correo.com;NOC
Sof¡a;Hern ndez;EST0497;Pass4193;1;100000497;sof¡a.hern ndez497@correo.com;DIU
Ana;Mart¡nez;EST0498;Pass6816;1;100000498;ana.mart¡nez498@correo.com;NOC
Daniela;Torres;EST0499;Pass1815;1;100000499;daniela.torres499@correo.com;DIU
Sof¡a;Hern ndez;EST0500;Pass1475;1;100000500;sof¡a.hern ndez500@correo.com;NOC
